hours_studied,chapters_completed,mock_tests_attended,pass
2.1397172440787346,6,0,0
4.119911026606032,10,1,0
5.2614811545721825,1,5,1
7.8825465781322315,6,5,1
2.1282756976411212,8,4,1
7.326327504309919,10,2,0
5.020466122039174,1,4,0
3.036982697904098,6,1,0
5.924206948526542,3,3,1
5.39811939114694,10,4,1
3.799566245682411,1,3,0
5.139604169980037,6,5,1
4.22937280627648,4,1,1
5.227034690502496,0,2,0
6.324261349042093,4,3,1
8.172033632290704,11,1,1
2.524369002346302,11,3,1
9.266066749312532,2,4,1
1.0958244009549962,6,1,0
4.6964298099288335,5,4,1
6.176634412969153,7,0,0
5.561983735470065,4,1,0
3.7546009603588124,1,3,0
4.5837554992854495,8,0,1
4.013998130682334,10,4,1
3.821270486111577,7,4,0
6.699204194042049,5,3,1
5.714030971930095,9,0,0
3.6141808094786914,6,5,1
6.799199750866501,8,2,1
5.614599041753219,6,3,1
6.62572423767792,2,4,0
6.259257683847224,5,1,1
3.3420099781558554,10,0,0
3.879637919606061,10,5,1
6.494587210246523,6,2,1
6.22074053086693,1,1,0
4.958196812071704,2,0,0
5.234654766617564,3,5,1
7.55532979157685,9,3,1
3.8168572223283403,5,5,1
6.094194762340075,0,3,0
4.595614695132212,8,0,0
4.56463759354556,4,5,1
7.19755370397438,11,2,1
6.6508326979760595,6,5,1
6.627019272001277,8,0,0
7.610957614308658,8,1,1
5.042007683265518,0,1,0
6.363905942589928,0,5,1
4.379466486813088,2,5,1
5.648332704976884,5,3,1
4.739713891264631,1,0,0
5.193991929985437,9,3,1
6.190314050873827,11,2,1
3.3635586335330547,10,1,1
9.184774551370921,0,4,1
2.987965237000596,0,4,0
2.5716227744245357,4,0,0
7.316221747000135,3,0,0
6.583325387925871,0,4,1
6.24823963410431,3,0,0
6.25669101852856,2,1,1
4.975506454306171,1,2,0
3.2054912570283367,8,2,1
5.151609116387453,10,3,1
3.6456765769757764,0,1,0
6.9502394668355025,6,0,0
4.705885236995723,3,0,0
3.349005606414977,4,3,1
4.357228316694013,9,3,1
5.825862908551248,4,0,0
3.8725508943920506,0,0,0
3.3555592088671373,5,1,0
5.487374422983825,8,3,1
5.4899331422174455,1,1,1
3.9861136492577405,6,5,1
4.057923388763355,5,0,0
5.464099874715273,4,4,0
2.1038313170053518,3,4,1
2.1850724512468895,3,5,1
3.563111557495128,5,0,0
4.573105696576306,3,3,1
5.621815131196009,4,4,1
7.950712433899104,5,3,1
6.7153192464040385,4,4,1
4.680122940073145,6,3,0
4.961967584194622,8,4,1
2.9949412707243823,9,3,1
4.96297372801522,6,5,1
4.422682722159723,6,1,1
5.645437120676179,3,3,0
3.345538112895354,0,1,0
6.038693028482345,7,1,1
8.065477826005155,3,0,0
4.782479703086285,0,5,0
5.8034234441978825,4,1,0
6.380287983422225,7,2,0
4.197559056228328,3,1,0
5.448184963620833,11,3,1
5.02518480156359,7,1,1
5.195352197097663,7,3,1
3.4539804322890673,2,3,0
5.049020348517885,8,2,0
5.9959965824909,2,1,0
7.902287215590084,0,1,0
6.918541652170414,1,4,1
9.306364915023114,5,4,1
3.465304874223901,11,0,0
6.744641273441356,9,3,1
5.366684011476703,1,2,0
9.379605866435345,5,4,1
3.383403429289697,0,1,0
3.3205563156384477,10,0,1
3.8012147091119557,0,2,0
0.7522085513803862,4,5,1
3.948489956638478,9,1,0
3.481734676892604,10,1,0
5.300787572952415,8,5,1
5.683511951554319,7,3,1
8.752341678431772,2,3,1
6.9008476763721,2,4,1
3.8461926886751936,0,4,1
3.203170657303284,2,1,0
5.983838343013011,11,1,1
2.3595335859587157,11,4,1
8.662917531708707,11,5,1
7.358880241442574,10,4,1
4.06164869579059,0,1,0
1.573730941818245,7,2,0
7.707744748330826,0,1,0
4.770920309494764,4,2,0
7.4756326239469235,8,2,1
1.8111446824112658,6,1,0
3.8012499540924543,3,0,0
5.010487399436366,10,4,1
5.093961187529484,8,3,1
4.099869057041513,8,1,0
6.2456998646949975,1,2,0
2.8647591412348112,9,1,1
4.715241029957413,9,4,0
5.240591263423798,10,5,1
6.028877668117498,11,2,1
6.423229756177779,5,3,1
2.7507158163242615,3,3,0
1.9317716585287554,7,3,1
7.555353643797018,11,5,1
5.6646280239591835,10,0,0
3.5030269268868928,6,2,0
8.102303951045046,6,5,1
5.231349268585717,10,2,1
7.358594368127653,9,5,1
5.135036962820218,8,5,1
9.121495849763974,4,0,0
8.510681684886409,5,2,1
4.502071703041853,0,5,0
6.943141901908711,5,0,0
6.290751899170295,1,1,0
7.737263115064698,5,4,1
3.070153078839791,8,5,1
6.372102919996879,7,3,0
7.116848973699176,8,0,1
1.4825210271537714,9,0,0
2.63348297466845,7,5,1
0.9215356444797989,2,0,0
4.461186331110884,7,1,0
6.435084511591924,5,0,1
8.004714104192056,5,4,1
5.14818956083955,5,4,0
8.257231091142584,2,3,1
2.2397970835702172,9,1,0
1.5932351212896907,0,4,0
4.888904602206763,11,5,1
5.768130897878614,3,2,0
4.934610503811814,9,2,1
0.8651157999202468,11,2,0
4.821759920974423,5,5,1
2.3910609989902936,10,0,0
6.339345097660077,11,5,1
5.733196492193697,9,0,0
3.1202404273452897,1,2,0
3.972266165326613,6,3,1
2.881572956222097,6,3,0
4.874641805453656,10,0,0
6.910284641002477,3,2,0
3.0285479073289125,3,5,1
6.008093031035688,0,3,0
3.9394847632551184,1,0,0
3.4142543354753117,8,5,1
4.785939280090885,9,2,1
2.929515355161252,7,1,0
3.892701389305636,7,2,0
2.604244214822303,8,2,1
8.929450265832779,6,5,1
5.070527103943458,8,5,1
3.6005489840148286,9,4,1
5.427959821468444,11,4,1
4.77534390061834,1,5,1
4.558060800933554,5,5,0
6.22833340008685,2,1,0
6.51501542009461,10,1,1
3.938997704778945,5,2,0
3.8483635187106398,2,3,0
4.449896605696712,7,1,1
0.39615767052883033,10,2,0
1.9696178756028955,3,0,0
7.733748534889049,11,4,1
8.289935427002568,9,3,1
4.501927920887243,5,2,0
6.153113926111533,8,5,1
5.622500309087072,1,0,0
10.0,1,4,1
7.2391498228691535,6,0,1
4.744164817038467,1,2,0
3.0889191187991485,1,1,0
1.787107359484855,3,4,0
5.406927271734446,8,0,0
3.487298509431393,7,1,0
2.1554925808046517,1,3,0
3.7068542315149466,7,2,0
2.83690399277121,3,2,0
8.37428327014513,1,4,1
6.763279513898901,10,0,1
4.9840547173667655,9,3,0
7.959888277780052,6,5,1
5.154736615295237,5,4,1
3.2774315973434724,9,5,1
8.046248154539315,4,4,0
6.077820087369317,10,0,0
2.925507691347087,0,3,0
4.619322643832784,1,0,0
3.2487634932304856,7,2,0
2.234400538071328,0,5,0
6.852355095063283,2,1,1
8.818833280940261,1,2,0
2.2028648523617176,4,2,0
6.125938473381142,3,5,1
3.698714861756346,6,4,1
4.0257492324706075,4,2,0
3.8152121515222617,7,3,1
3.2720184606403677,3,2,0
5.097043255889654,11,3,0
3.3380997671779244,5,0,0
5.540913651559678,3,4,1
4.899523781101726,1,3,0
4.522103906267181,0,2,0
3.1848726759168042,0,4,0
3.8464573388633347,7,4,0
6.510782451651512,3,3,0
6.0018343752487615,4,3,1
3.044889510402898,10,1,0
5.198664610858452,7,1,0
6.502774246743578,11,4,1
1.6611894377572565,6,5,1
6.08672038475987,7,5,0
3.674752482108307,7,1,0
6.141197337186319,5,2,0
3.4734816869149663,9,0,0
1.390235798670962,1,4,0
1.7449151242336747,5,0,0
5.096169893322764,0,1,0
5.519445003442963,0,3,0
3.191366749791183,10,4,1
6.277184917554748,2,1,0
1.6769598754620803,2,2,0
4.867840402705367,10,4,1
2.5779676004750867,4,4,1
3.696327784395682,0,5,0
5.094797342632828,9,3,1
3.2791732694320954,5,4,0
4.230888911540349,6,3,0
7.012585618428881,9,1,1
3.8462162609537023,11,2,1
6.671384224130284,10,2,1
2.740586290684764,2,4,0
6.059608355830566,3,4,1
7.883137241315801,9,1,1
0.056710999745421375,10,5,0
3.406209489059046,9,5,1
6.15414425436108,11,5,1
4.593909227914015,9,3,1
5.742291746742618,9,5,1
3.792029626568359,9,2,0
5.1731795749458,2,3,1
4.688645529215841,0,1,1
7.335564123319615,7,2,1
5.508841686602426,9,2,1
5.675205324150404,9,0,0
4.1762460677550655,1,1,0
4.024787551855013,0,1,0
4.134883624360758,7,0,0
5.788904284756594,6,3,0
4.158031038359474,6,5,1
5.579549713792826,3,5,1
9.150801597290878,10,5,1
6.742249406863385,8,5,1
4.347952935664318,5,5,1
7.40242784432789,1,0,0
4.183849253956897,0,1,0
0.9237509296442923,0,3,0
2.983827378165192,8,2,0
1.2584161579482886,3,5,0
4.296973031917383,4,0,0
5.036836758379104,2,3,0
8.352874624550566,3,3,1
5.653854747528325,11,3,1
4.561798942382271,7,0,0
6.658811162366979,3,2,0
0.5777293819842297,8,5,0
5.471229116217132,8,3,1
6.541730387773933,5,0,1
2.042827508440317,1,1,0
7.287508086413858,11,0,1
5.676992814988829,9,0,0
4.169424172198397,10,0,0
6.26556373221257,6,3,0
9.541385715608792,8,0,1
5.36373251011699,5,1,0
5.496441172600672,2,3,1
4.081278200919511,6,1,0
3.3003112610704166,4,4,1
6.660671633088491,0,0,0
3.2878323481822656,2,5,0
5.143132474438785,4,5,0
4.044685106469767,6,3,1
5.957959651492784,2,5,1
5.667324210573897,5,3,1
7.075079888515798,4,0,0
3.979967202290506,0,2,0
4.460250129413257,9,2,0
3.042472568435385,5,1,0
4.111413479847776,7,0,0
5.754600986089704,0,5,0
6.513977233290704,1,0,0
3.1556693516447494,3,4,0
6.73921184021132,11,2,0
7.711275717609902,1,5,0
5.826869806447402,10,2,0
8.753591625116131,8,0,1
3.452421601792854,9,5,1
2.510690593377166,7,1,0
1.4425595021914428,7,0,0
7.9920886229783665,3,1,1
6.308731312708115,4,5,1
4.8888306581790895,3,2,1
5.5599372526396404,8,4,1
2.749021905403247,1,3,0
9.891503959233653,10,2,1
5.258442363950455,7,1,0
5.218789589209786,1,0,0
6.451533247797384,0,5,1
5.962018463473426,9,2,0
5.447768048558263,2,4,1
3.4190510891093764,8,5,1
5.942936714271991,11,1,1
8.764048992950068,2,5,0
7.690840092309955,8,5,1
8.186373253278795,6,0,1
3.9775686471376295,9,3,1
3.020790359482838,0,1,0
4.748426159800704,9,0,0
5.111449824577389,4,3,1
7.188383036941897,8,0,0
1.6150707405703613,11,3,0
8.059100638921228,2,3,0
4.683984202842021,8,3,1
4.14623786010516,4,0,0
2.975791249479665,8,5,1
1.6902866562684613,9,3,0
6.646341167923829,5,5,1
5.146635934376808,8,1,0
2.4200782005178922,6,4,1
2.409842455872768,6,5,0
4.328430601419743,7,4,1
8.338043050578786,6,3,1
4.48081729727279,11,4,1
1.9937140937637876,8,4,0
4.508513871828112,10,3,1
4.454552860504659,8,5,1
0.0,5,3,1
4.8914102669643755,6,1,1
4.538130939582644,1,2,1
6.3924127296268365,8,0,1
8.69791218989069,11,3,1
7.253130059095515,0,3,0
4.462222618890339,0,4,0
2.7869481825166593,2,1,0
10.0,11,4,1
5.118436868028977,5,5,1
5.027858583825893,4,3,1
4.951749825779993,1,3,0
5.39616952153571,8,4,0
4.711279176152115,9,3,0
3.8526759862395275,3,5,1
3.9062821175192157,3,2,1
4.934493459568003,4,0,0
3.91315045773247,7,0,0
3.5743084346456713,9,0,0
5.212860455383794,3,2,0
4.490045565158289,4,3,0
8.007985977165378,11,4,1
0.0,3,1,1
7.1830137038449235,5,3,1
7.492170384995259,11,2,1
0.8532195351837011,2,5,0
4.314624811839303,7,2,0
4.257118268008417,5,0,0
2.1849766105643575,9,3,0
3.444366624818249,4,0,0
2.7788483090683425,1,1,0
8.504540886847245,9,5,1
6.871356786294922,9,0,1
7.543110189988317,6,1,0
6.44334412808647,1,2,0
2.7418964575655416,0,0,0
3.9509594674404527,6,0,0
5.978749122455836,4,4,1
2.5557443822161092,0,5,0
6.425996860344776,3,5,0
4.5193492036837295,11,2,0
4.250358384900805,3,4,0
6.421919936406983,9,1,1
5.88852662297208,6,1,0
4.278067668361841,8,2,1
7.318659606728496,1,5,1
2.8378733448002054,11,1,0
6.231871213888527,0,2,0
6.186202515936768,1,1,0
4.38090712137202,6,3,0
5.652266044484236,9,0,1
2.497772847229394,5,5,0
6.848054038413802,3,3,1
4.630195727114022,0,2,0
3.954553958961921,0,2,0
7.098018451673779,4,3,1
3.5913126189144817,0,0,1
2.1830774072728807,11,0,0
1.8867416529521925,6,4,0
6.21201990269128,10,1,1
2.439141295007434,0,4,0
8.50958836396873,0,0,0
0.8361411842325559,1,3,0
8.392912736580076,10,1,1
5.422034934405237,11,3,1
4.806573776259215,9,4,1
3.9101618263821005,2,2,0
5.798272228704142,10,3,1
4.9247305951503035,0,4,0
7.2066037640330425,8,4,1
5.228455297324079,9,4,1
5.300603522923756,7,2,0
4.272775575572288,4,2,1
4.886108752557865,10,2,1
5.615603537784119,1,1,1
1.5796632146867489,4,2,0
2.303629155788574,5,2,1
6.48652818804543,0,2,0
5.341730876255884,10,3,0
4.632033327294642,3,2,0
5.036867866130787,8,1,1
5.695163410723342,1,4,0
3.920480639381277,4,3,0
3.4433905491953745,0,0,0
5.391690510195363,3,2,0
3.0432544447699357,3,4,0
5.816505511428944,5,4,0
1.5948327915243192,9,3,0
7.058311274651287,8,0,0
5.9451949648260864,2,5,1
5.5120594686277515,8,1,1
6.965381967891028,5,5,1
8.330948888925153,6,4,1
7.028740130036261,11,5,1
1.3182515373367094,9,4,0
2.440846066528597,1,5,0
3.7503628446086426,10,4,1
5.052182100421668,9,4,1
6.035318040938246,5,3,0
3.548512373693069,5,0,0
5.373533528954157,1,4,1
3.489234135293355,1,1,0
3.7769643940161037,1,1,0
2.1866778063035555,9,2,0
3.1535335077781914,11,4,1
2.2966307887673327,0,4,0
3.0482534940453343,4,4,0
7.107283593215679,7,5,1
3.1012022223361138,1,4,0
10.0,4,4,0
5.9866358017617785,11,1,1
5.369672247389747,7,0,0
3.2832844396375727,9,0,1
6.4006197588179825,4,2,1
3.848724347524452,1,1,0
5.244019629290723,2,4,0
10.0,5,0,1
4.8078802005507,10,3,1
7.298546652571352,10,3,1
3.593647149748225,4,3,0
4.930023019006077,10,4,1
8.54160127127102,3,4,1
3.746065884424465,3,2,0
8.624897115993857,4,2,1
6.415503870910951,1,2,0
3.8750664482114647,8,5,1
6.264815478111042,1,3,0
6.9451088992534595,9,4,1
6.243619924434393,1,3,1
1.8595505602190872,9,2,0
3.545725648350263,8,4,1
4.504962728896991,2,1,0
4.851133141799908,9,0,0
6.241344195101356,6,0,1
5.355402001866508,3,2,0
2.3293112825797975,5,3,0
5.760395702011927,3,1,0
6.221171490567646,9,4,1
6.11958089586208,6,3,1
7.161561451109243,0,2,1
6.667844309097808,2,3,0
5.918360158456873,2,2,0
4.859668577082706,0,5,1
1.6780781329680172,5,0,0
5.859236438265172,10,0,1
5.4153753743262225,8,3,1
5.543157674390747,7,1,1
2.446502848359381,10,4,1
2.8378869191834752,6,2,0
7.1063057066658075,9,4,1
4.92088969228669,7,0,0
6.363001394745249,5,1,0
5.056636752260922,8,1,0
5.05951227899149,2,4,0
6.876567611951995,9,0,0
3.967910543565252,9,4,0
5.192241553881967,8,3,1
4.075449422589915,3,1,0
4.131007545135369,6,1,0
4.381655753062721,8,3,1
5.444267543267426,1,0,0
4.042502756673045,1,1,0
7.511512251147042,8,5,1
3.2107853955609924,11,5,1
4.626256711677282,2,5,1
4.12053788345165,8,2,1
7.893955768707466,4,2,0
5.393109553023149,5,0,0
7.063689078937269,1,3,0
2.028879253926056,7,4,1
5.534100531738518,10,0,0
6.779261591246874,8,4,1
5.164567978550848,1,0,0
7.130960750130702,5,2,1
3.9654230997992554,5,5,0
7.81869488037116,7,3,1
9.5977962472385,9,2,1
4.274322879120682,11,3,1
4.1089949571984565,4,4,0
7.906768954235401,8,0,0
8.159144291461425,0,1,0
3.9542799456934636,8,1,0
4.159626365808285,9,3,0
4.436430782278985,6,5,1
2.311098977931446,3,5,1
3.1626961070316035,2,3,0
2.9917184664958643,9,2,1
3.464404869791743,10,1,0
4.930630225226437,5,2,0
5.468429465073042,11,4,1
8.101000985628154,0,1,0
3.003291918522418,2,4,0
6.968644796953168,1,0,0
4.572022311548982,10,2,0
4.901072580695134,8,3,0
6.3496389843332075,2,1,0
2.7545559568754028,1,2,0
5.764819492368101,3,3,0
5.332904416426112,1,0,0
5.984902528016298,0,1,0
5.5783372878156365,5,4,1
9.91060027982179,9,0,1
3.7245200314973683,7,5,1
3.9380060899963647,9,3,1
3.753718947150471,9,1,1
3.8890457616794905,1,1,0
3.7252257453869646,8,0,0
7.378033062215104,2,1,1
7.841008495979709,7,3,1
3.8585074125010475,11,0,1
3.3352888537915426,7,4,1
5.942831112772808,2,0,0
3.8955539114380575,2,0,0
6.265863635511021,11,4,1
5.405846041702599,5,5,1
1.9685117700055361,0,3,0
8.095010402660122,3,5,1
8.591755346191043,0,5,1
3.7744226190312276,2,5,0
4.224596880128032,8,2,0
5.57173078144981,4,5,1
5.66891357997405,11,2,0
6.317088545345661,4,4,1
9.0204090775327,10,3,1
4.646105545011901,3,5,1
3.4034055109230925,2,1,0
2.2413615439709456,4,4,1
3.538139920116162,10,2,0
4.933746054252405,3,3,1
8.589115727035576,7,0,0
3.964777401927657,3,3,1
5.447575903277797,10,3,1
4.967154207854496,11,5,1
7.376786546896168,7,5,1
10.0,5,2,1
3.938262454159359,11,2,1
4.021121114963556,10,5,1
7.0883217541381445,4,5,1
6.363782979252623,3,1,1
8.693414651472068,3,1,0
6.167856370651927,11,4,1
4.281415818425881,3,5,0
6.181309661384619,10,0,0
7.2174071611658155,8,1,0
6.640964362394728,3,2,1
6.014548062214596,11,3,1
7.133349379178307,8,4,1
7.3385911808913455,9,1,1
7.764317982075054,5,3,1
6.297419775179286,9,3,0
4.665763839366291,6,1,1
5.293427372866645,11,0,0
7.413017933016714,9,0,1
3.366128658025528,2,4,0
5.737346617745803,7,0,0
4.213322375345278,2,4,0
5.057489645869635,0,2,0
7.556903725214598,9,1,0
5.382198136039807,11,3,1
5.092873096312298,4,4,1
2.2802877180401615,1,0,0
6.492507132054442,9,4,1
6.29096836228215,5,5,1
9.32650944661092,9,4,1
4.384443530093998,8,0,0
5.438300655327878,0,5,1
5.498767367421511,3,5,1
8.15490655952695,0,0,0
4.809408935226096,0,5,0
5.558043051540679,7,1,0
6.215793019433079,10,3,1
5.3732182463127165,1,1,0
4.107132770898944,0,1,0
5.388179985796615,10,0,0
7.1472634997195446,7,0,0
2.9469694011778795,3,3,0
5.265939348293752,2,4,1
3.599758370121654,11,1,0
7.390093257849685,3,5,1
1.9536261904324506,10,3,1
3.8821563054568236,4,1,0
5.754423750129042,0,4,1
8.13104805846868,10,5,1
4.868499477854025,0,1,0
3.8896009466136032,2,2,0
8.76231413888118,5,3,0
2.103972199167512,0,0,0
0.6023880867598361,10,1,1
5.880028900106665,11,5,1
3.9958915512947777,1,5,1
2.9575343657385735,11,3,1
6.416712894598707,6,3,1
5.487601427542398,0,5,0
3.871842738526543,6,5,1
2.439391202658211,3,5,1
6.744914656560289,9,1,1
6.300402355917322,5,5,1
4.801648272441234,7,0,0
8.693273992095332,8,5,1
2.859830467347695,5,0,0
1.9489496581505223,11,1,0
3.616183860237511,10,3,1
4.908827967289004,8,0,0
5.486678898645383,3,1,0
4.5175278842873405,5,5,1
5.704110793028594,7,1,0
2.496921151619112,8,5,1
7.887529208146519,2,1,1
4.835697643214862,1,3,1
7.234591663176255,5,0,0
5.685450692755408,3,3,1
5.913506438307568,0,2,0
6.139534560464408,7,5,1
5.8954171200346295,8,0,0
6.285445519735088,8,3,1
7.658305060264863,1,0,0
5.39304233940294,8,2,1
6.418007515177025,6,4,1
4.820528611425546,4,5,1
7.880234430898946,6,5,1
3.6472153958814606,8,1,0
8.60188086582163,7,5,1
4.919684098711313,5,5,1
2.1384497957639037,3,3,0
5.2562088298215786,0,5,0
3.6378966850502383,5,5,1
6.681287097977448,2,2,0
3.694752041395218,5,2,0
4.107633133570441,5,0,0
1.220918538108938,3,0,0
4.095387361501847,1,5,0
0.15224134674208667,8,5,1
1.8321943530285534,1,1,0
6.520829312288595,2,0,0
6.571600317301664,9,3,1
